"period","value","country","var"
1995-04-01,48.3898821881517,"ES","world_demand"
1995-07-01,48.4675913920065,"ES","world_demand"
1995-10-01,49.0333489683525,"ES","world_demand"
1996-01-01,49.4565596196491,"ES","world_demand"
1996-04-01,49.6837399739844,"ES","world_demand"
1996-07-01,50.2286194800573,"ES","world_demand"
1996-10-01,51.5849643558322,"ES","world_demand"
1997-01-01,52.7722503291119,"ES","world_demand"
1997-04-01,54.3957243949819,"ES","world_demand"
1997-07-01,55.908026328963,"ES","world_demand"
1997-10-01,57.3086849981245,"ES","world_demand"
1998-01-01,59.4072999160746,"ES","world_demand"
1998-04-01,60.349845758297,"ES","world_demand"
1998-07-01,60.6889043053965,"ES","world_demand"
1998-10-01,61.3975273919665,"ES","world_demand"
1999-01-01,62.3440142638947,"ES","world_demand"
1999-04-01,63.5953163249959,"ES","world_demand"
1999-07-01,65.1716862211048,"ES","world_demand"
1999-10-01,67.08931599992,"ES","world_demand"
2000-01-01,69.1226061561541,"ES","world_demand"
2000-04-01,71.292108000722,"ES","world_demand"
2000-07-01,73.3342945864157,"ES","world_demand"
2000-10-01,75.5571233583348,"ES","world_demand"
2001-01-01,74.1131868222057,"ES","world_demand"
2001-04-01,74.0278924774053,"ES","world_demand"
2001-07-01,73.0676862767624,"ES","world_demand"
2001-10-01,72.348509387658,"ES","world_demand"
2002-01-01,73.2855767039872,"ES","world_demand"
2002-04-01,74.3491260851552,"ES","world_demand"
2002-07-01,74.6127522882392,"ES","world_demand"
2002-10-01,75.2232011629247,"ES","world_demand"
2003-01-01,75.7057220619286,"ES","world_demand"
2003-04-01,75.5502091423422,"ES","world_demand"
2003-07-01,76.0414634297601,"ES","world_demand"
2003-10-01,77.947720987462,"ES","world_demand"
2004-01-01,79.04827410907,"ES","world_demand"
2004-04-01,81.0502947229292,"ES","world_demand"
2004-07-01,82.171141920668,"ES","world_demand"
2004-10-01,84.0155129833663,"ES","world_demand"
2005-01-01,83.8652941108782,"ES","world_demand"
2005-04-01,85.7178748618754,"ES","world_demand"
2005-07-01,86.8700800174533,"ES","world_demand"
2005-10-01,89.5631600868998,"ES","world_demand"
2006-01-01,92.378670773343,"ES","world_demand"
2006-04-01,93.9851569938047,"ES","world_demand"
2006-07-01,93.3098892903732,"ES","world_demand"
2006-10-01,95.4857182388639,"ES","world_demand"
2007-01-01,96.9823745196083,"ES","world_demand"
2007-04-01,98.3191639231524,"ES","world_demand"
2007-07-01,100.061764700109,"ES","world_demand"
2007-10-01,100.747589874759,"ES","world_demand"
2008-01-01,101.761129196957,"ES","world_demand"
2008-04-01,101.109663722439,"ES","world_demand"
2008-07-01,100.552156889121,"ES","world_demand"
2008-10-01,96.3951605703579,"ES","world_demand"
2009-01-01,90.0609048736149,"ES","world_demand"
2009-04-01,88.4313250595558,"ES","world_demand"
2009-07-01,90.5955936419439,"ES","world_demand"
2009-10-01,93.1801259321025,"ES","world_demand"
2010-01-01,95.6920362583522,"ES","world_demand"
2010-04-01,99.8721753307904,"ES","world_demand"
2010-07-01,101.12491130019,"ES","world_demand"
2010-10-01,103.310877110668,"ES","world_demand"
2011-01-01,104.426512924808,"ES","world_demand"
2011-04-01,104.375987121287,"ES","world_demand"
2011-07-01,104.547127648611,"ES","world_demand"
2011-10-01,103.345863072942,"ES","world_demand"
2012-01-01,103.594915154384,"ES","world_demand"
2012-04-01,103.329487516966,"ES","world_demand"
2012-07-01,103.688068508954,"ES","world_demand"
2012-10-01,103.036330662672,"ES","world_demand"
2013-01-01,103.857374617601,"ES","world_demand"
2013-04-01,106.35763703594,"ES","world_demand"
2013-07-01,107.444984231137,"ES","world_demand"
2013-10-01,108.466692160855,"ES","world_demand"
2014-01-01,108.993528202309,"ES","world_demand"
2014-04-01,110.153797347065,"ES","world_demand"
2014-07-01,111.677335817045,"ES","world_demand"
2014-10-01,113.426544765396,"ES","world_demand"
2015-01-01,115.409437317831,"ES","world_demand"
2015-04-01,117.170159540746,"ES","world_demand"
2015-07-01,116.669664408592,"ES","world_demand"
2015-10-01,118.477595607168,"ES","world_demand"
2016-01-01,119.206819389113,"ES","world_demand"
2016-04-01,119.854180276774,"ES","world_demand"
2016-07-01,121.408124051092,"ES","world_demand"
2016-10-01,123.339785498526,"ES","world_demand"
2017-01-01,125.091405098625,"ES","world_demand"
2017-04-01,126.622349234214,"ES","world_demand"
2017-07-01,128.230576369173,"ES","world_demand"
2017-10-01,130.289950395014,"ES","world_demand"
2018-01-01,130.608768214727,"ES","world_demand"
2018-04-01,131.374422792081,"ES","world_demand"
2018-07-01,131.813633948103,"ES","world_demand"
2018-10-01,132.99070500468,"ES","world_demand"
2019-01-01,134.031452827745,"ES","world_demand"
2019-04-01,133.167836219871,"ES","world_demand"
2019-07-01,133.687776356011,"ES","world_demand"
2019-10-01,132.217657626237,"ES","world_demand"
2020-01-01,127.578887940202,"ES","world_demand"
2020-04-01,106.442299843989,"ES","world_demand"
2020-07-01,121.169329493764,"ES","world_demand"
2020-10-01,126.668514211653,"ES","world_demand"
2021-01-01,127.370593794726,"ES","world_demand"
2021-04-01,127.705838421224,"ES","world_demand"
2021-07-01,127.98591149963,"ES","world_demand"
2021-10-01,128.212637402236,"ES","world_demand"
